member_id,product_id,rating,persona_major,neighbor_major,constraint_major,item_major,item_sub,item_name,context,is_bridge
U008,654,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,음료/유제품,치즈,"QBB 헬로키티 모양치즈, 10g, 3개입, 1개","QBB 헬로키티 모양치즈, 10g, 3개입, 1개",0
U008,31,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,견과류/건과일/잼/꿀,"메이커스초콜릿 싱글오리진 카카오닙스 패키지 탄자니아산 코코아 건강 간식 비건 요거트토핑, 1개, 25g","메이커스초콜릿 싱글오리진 카카오닙스 패키지 탄자니아산 코코아 건강 간식 비건 요거트토핑, 1개, 25g",1
U008,236,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,쌀/면/떡,떡류,CJ 햇반 만능 계란 볶음밥 400g,CJ 햇반 만능 계란 볶음밥 400g,1
U008,295,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,식초/소금/설탕/향신료,"유니 레드양념소금 3.5gx50, 3.5g, 1개","유니 레드양념소금 3.5gx50, 3.5g, 1개",0
U008,340,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,소스,"풀무원 정통된장 찌개양념, 130g, 1개","풀무원 정통된장 찌개양념, 130g, 1개",0
U008,300,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,식초/소금/설탕/향신료,"청정 냉동 다진생강 1kg, 1팩","청정 냉동 다진생강 1kg, 1팩",0
U008,106,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,김치/젓갈,"비비고 김치볶음, 80g, 1개","비비고 김치볶음, 80g, 1개",1
U008,166,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,돼지고기,"동원 프라임돈까스 (냉동), 490g, 1개","동원 프라임돈까스 (냉동), 490g, 1개",0
U008,196,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,해산물,"사조 마일드 참치, 250g, 1개","사조 마일드 참치, 250g, 1개",0
U008,485,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,채소/과일,과채류,"국내산 가지, 1개, 1개입","국내산 가지, 1개, 1개입",0
U008,203,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,만두/떡볶이/순대,"해태 고향만두 (냉동), 320g, 1개","해태 고향만두 (냉동), 320g, 1개",0
U008,688,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,쌀/면/떡,가루류,"청은에프엔비 건조 코코넛 분말, 400g, 1개","청은에프엔비 건조 코코넛 분말, 400g, 1개",0
U008,367,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,소스,"삼양 핵불닭소스, 200g, 1개","삼양 핵불닭소스, 200g, 1개",0
U008,11,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,음료/유제품,두유,"이롬 황성주 박사의 두유 우리땅 17곡, 190ml, 16개","이롬 황성주 박사의 두유 우리땅 17곡, 190ml, 16개",0
U008,149,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"곰곰 한끼 와사비 무쌈, 150g, 1개","곰곰 한끼 와사비 무쌈, 150g, 1개",0
U008,148,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"일가집 초절임무, 350g, 1개","일가집 초절임무, 350g, 1개",0
U008,451,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,닭/오리/기타,"하림 자연실록 무항생제 인증 닭봉 윗날개 (냉장), 350g, 1개","하림 자연실록 무항생제 인증 닭봉 윗날개 (냉장), 350g, 1개",0
U008,650,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,음료/유제품,치즈,"구워먹는 치즈 300g 자연치즈 냉동포장, 1개","구워먹는 치즈 300g 자연치즈 냉동포장, 1개",0
U008,156,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,김,"광천김 이모카세 1호 김자반, 50g, 1개","광천김 이모카세 1호 김자반, 50g, 1개",1
U008,323,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,장류,"움트리 실장님 회초장, 100g, 1개","움트리 실장님 회초장, 100g, 1개",0
U008,186,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,닭/오리/기타,"<중화국제>쏸라무뼈닭발 간식 안주, 1개, 150g","<중화국제>쏸라무뼈닭발 간식 안주, 1개, 150g",0
U008,594,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,해산물,"주일 오돌오돌 염장 톳, 200g, 1봉","주일 오돌오돌 염장 톳, 200g, 1봉",0
U008,347,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,식초/소금/설탕/향신료,"지중해산 레몬식초, 900ml, 1개","지중해산 레몬식초, 900ml, 1개",0
U008,497,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,채소/과일,근채류,"싱싱농산물 국내산 쪽파 깐쪽파 손질쪽파 당일수확 산지직송 김장, 1개, 200g","싱싱농산물 국내산 쪽파 깐쪽파 손질쪽파 당일수확 산지직송 김장, 1개, 200g",1
U008,121,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"초록햇살 꽃게순살 간장게장 (냉동), 150g, 1개","초록햇살 꽃게순살 간장게장 (냉동), 150g, 1개",0
U008,152,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"[B급제품 할인] 델리시아스 케이퍼, 100g, 1개","[B급제품 할인] 델리시아스 케이퍼, 100g, 1개",0
U008,3,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,액젓,"동원 참치액 진, 500g, 1개","동원 참치액 진, 500g, 1개",0
U008,290,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,식초/소금/설탕/향신료,"큐원 흑설탕, 1kg, 1개","큐원 흑설탕, 1kg, 1개",0
U008,384,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,채소/과일,과일,"새벽경매 후숙하면 정말 맛있는 대봉시, 1.1kg(4입), 1팩","새벽경매 후숙하면 정말 맛있는 대봉시, 1.1kg(4입), 1팩",0
U008,317,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,장류,"햇살담은 두번 달여 더 진한 진간장, 200ml, 1개","햇살담은 두번 달여 더 진한 진간장, 200ml, 1개",0
U008,8,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,음료/유제품,두유,"덴마크 그린덴마크 귀리, 950ml, 1개","덴마크 그린덴마크 귀리, 950ml, 1개",0
U008,630,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,깨,"오뚜기 옛날 볶음 참깨, 100g, 1개","오뚜기 옛날 볶음 참깨, 100g, 1개",0
U008,527,3,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,해산물,"안동맛자반 안동 간 고등어 (냉동), 1개, 220g","안동맛자반 안동 간 고등어 (냉동), 1개, 220g",0
U008,1,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,식초/소금/설탕/향신료,"미드움애 파슬리가루 후레이크 15g, 1개","미드움애 파슬리가루 후레이크 15g, 1개",0
U008,185,2,양념/소스/조미료,가공/편의식/스낵,음료/유제품,육류/해산물/계란,닭/오리/기타,"동원 그릴리 직화닭꼬치 데리야끼, 75g, 2개","동원 그릴리 직화닭꼬치 데리야끼, 75g, 2개",0
U008,351,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,당류/액,"백설 조청 쌀엿, 1.2kg, 1개","백설 조청 쌀엿, 1.2kg, 1개",0
U008,214,1,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,빵/케이크/도너츠,"롯데햄 동그랑땡, 400g, 1개","롯데햄 동그랑땡, 400g, 1개",0
U008,144,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"남도애꽃 매콤어묵 볶음, 160g, 1개","남도애꽃 매콤어묵 볶음, 160g, 1개",0
U008,324,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,장류,"풀무원 식물성 지구식단 비빔두부 볶음고추장, 130g, 1개","풀무원 식물성 지구식단 비빔두부 볶음고추장, 130g, 1개",0
U008,337,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,소스,"원티드 매운맛 살사소스 260g / 나쵸소스 / 매운맛소스 / 핫소스, 1개","원티드 매운맛 살사소스 260g / 나쵸소스 / 매운맛소스 / 핫소스, 1개",0
U008,416,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,채소/과일,과일,"베트남 냉동 두리안 Frozen durian sau rieng Ri6 Vietnam, 1개, 400g","베트남 냉동 두리안 Frozen durian sau rieng Ri6 Vietnam, 1개, 400g",0
U008,332,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,소스,"디벨라 홀 토마토 통조림, 400g, 1개","디벨라 홀 토마토 통조림, 400g, 1개",0
U008,267,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,쌀/면/떡,가루류,"곰곰 중력다목적용 밀가루, 1kg, 1개","곰곰 중력다목적용 밀가루, 1kg, 1개",0
U008,322,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,장류,"순창궁 태양초 골드 고추장, 170g, 1개","순창궁 태양초 골드 고추장, 170g, 1개",0
U008,675,4,양념/소스/조미료,가공/편의식/스낵,음료/유제품,가공/편의식/스낵,기타가공식,"선인 에버휩 식물성 휘핑 크림 (냉동), 1.03kg, 1개","선인 에버휩 식물성 휘핑 크림 (냉동), 1.03kg, 1개",0
U008,326,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,양념/소스/조미료,장류,"순창궁 12가지양념으로 맛있는 양념쌈장, 170g, 1개","순창궁 12가지양념으로 맛있는 양념쌈장, 170g, 1개",0
U008,508,5,양념/소스/조미료,가공/편의식/스낵,음료/유제품,채소/과일,채소/기타,김미정 웰빙알로에 친환경 유기농 생 알로에 사포나리아 1kg ( 3~5잎),김미정 웰빙알로에 친환경 유기농 생 알로에 사포나리아 1kg ( 3~5잎),1
U009,50,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,잎채소,"무순 50g(용기포함 60~70g), 1개","무순 50g(용기포함 60~70g), 1개",0
U009,517,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,버섯류,"국내산 표고버섯, 100g, 1개","국내산 표고버섯, 100g, 1개",0
U009,406,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"아라몰 그린 사바 바나나 (Green Saba Banana), 1kg, 1박스","아라몰 그린 사바 바나나 (Green Saba Banana), 1kg, 1박스",0
U009,108,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"한국농협김치 묵은지, 400g, 1개","한국농협김치 묵은지, 400g, 1개",1
U009,472,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"급식 업소용 냉동 열무, 1개, 1kg","급식 업소용 냉동 열무, 1개, 1kg",0
U009,140,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"집반찬연구소 소세지 야채볶음, 130g, 1개","집반찬연구소 소세지 야채볶음, 130g, 1개",0
U009,139,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"무치고 국내산 시래기, 500g, 1개","무치고 국내산 시래기, 500g, 1개",0
U009,329,4,채소/과일,음료/유제품,육류/해산물/계란,양념/소스/조미료,소스,"오뚜기 고소한 골드 마요네스, 200g, 1개","오뚜기 고소한 골드 마요네스, 200g, 1개",0
U009,134,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"천년의반찬 땅콩조림, 300g, 1개","천년의반찬 땅콩조림, 300g, 1개",0
U009,501,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,채소/기타,"수입고사리1kg/데침고사리/삶은고사리/데친중국산/식당/급식, 1kg, 1개","수입고사리1kg/데침고사리/삶은고사리/데친중국산/식당/급식, 1kg, 1개",0
U009,465,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,채소/기타,"곰곰 아삭한 숙주나물, 300g, 1봉","곰곰 아삭한 숙주나물, 300g, 1봉",0
U009,228,1,채소/과일,음료/유제품,육류/해산물/계란,쌀/면/떡,떡류,"쿡탁 조랑떡, 1kg, 1개입, 1개","쿡탁 조랑떡, 1kg, 1개입, 1개",0
U009,64,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,채소/기타,"리틀스푼 동결건조 싱싱 딸기칩, 13g, 1개","리틀스푼 동결건조 싱싱 딸기칩, 13g, 1개",0
U009,464,3,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,채소/기타,"맑은물에 그리너리 GAP 인증 아삭한 콩나물, 300g, 1개","맑은물에 그리너리 GAP 인증 아삭한 콩나물, 300g, 1개",0
U009,137,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"[ 배가네 반찬 ] 두부조림, 1개, 180g","[ 배가네 반찬 ] 두부조림, 1개, 180g",1
U009,412,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"유기농 반건조 무화과 건무화과 말린무화과 건조과일 말랭이, 1개","유기농 반건조 무화과 건무화과 말린무화과 건조과일 말랭이, 1개",0
U009,448,2,채소/과일,음료/유제품,육류/해산물/계란,육류/해산물/계란,닭/오리/기타,"동우(바른닭고기) 닭볶음용, 800g, 1개","동우(바른닭고기) 닭볶음용, 800g, 1개",0
U009,668,4,채소/과일,음료/유제품,육류/해산물/계란,음료/유제품,치즈,"소레시나 그라나 파다노 치즈 파우더, 80g, 1개입, 1개","소레시나 그라나 파다노 치즈 파우더, 80g, 1개입, 1개",0
U009,505,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과채류,"[씨기프트]냉동 채소 컬리플라워 1kg 야채 볶음밥 이유식, 1개","[씨기프트]냉동 채소 컬리플라워 1kg 야채 볶음밥 이유식, 1개",1
U009,159,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김,"광천 맛있는 참기름 새우멸치 자반볶음, 1개, 40g","광천 맛있는 참기름 새우멸치 자반볶음, 1개, 40g",0
U009,45,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"곰곰 달달 맛고구마, 100g, 1개","곰곰 달달 맛고구마, 100g, 1개",0
U009,204,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,만두/떡볶이/순대,"굽네 닭가슴살 갈비맛 만두 6개입 (냉동), 180g, 1개","굽네 닭가슴살 갈비맛 만두 6개입 (냉동), 180g, 1개",0
U009,519,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,버섯류,"고퀄리티 건조흑목이 1.5-2cm 무농약, 1개, 70g","고퀄리티 건조흑목이 1.5-2cm 무농약, 1개, 70g",0
U009,489,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과채류,"[초특가판매]손질한 맷돌호박 늙은호박 전문가 재배 경기포천산, 1개, 냉동1kg","[초특가판매]손질한 맷돌호박 늙은호박 전문가 재배 경기포천산, 1개, 냉동1kg",0
U009,132,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"곰곰 소고기 장조림, 125g, 1개","곰곰 소고기 장조림, 125g, 1개",0
U009,377,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,잎채소,"피그인더가든 데일리믹스 베이직샐러드, 100g, 1개","피그인더가든 데일리믹스 베이직샐러드, 100g, 1개",0
U009,414,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"유자필700g, 1개","유자필700g, 1개",0
U009,477,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"냉동 카사바 Khoai Mi Cassava, 1개, 500g","냉동 카사바 Khoai Mi Cassava, 1개, 500g",0
U009,496,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"대파1단-약 900g, 1개","대파1단-약 900g, 1개",1
U009,118,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"강화도 풍물시장 강화은창젓갈 순한맛 조개젓, 250g, 1개","강화도 풍물시장 강화은창젓갈 순한맛 조개젓, 250g, 1개",0
U009,34,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"웰넛 자연두레 해바라기씨, 500g, 1개","웰넛 자연두레 해바라기씨, 500g, 1개",0
U009,28,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"웰넛 구운 캐슈넛, 200g, 1개","웰넛 구운 캐슈넛, 200g, 1개",0
U009,397,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"설향 딸기 중과, 500g, 1개","설향 딸기 중과, 500g, 1개",0
U009,467,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"국내산 한입 꿀고구마(햇), 800g, 1개","국내산 한입 꿀고구마(햇), 800g, 1개",0
U009,33,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,견과류/건과일/잼/꿀,"웰넛 자연두레 호박씨, 500g, 1개","웰넛 자연두레 호박씨, 500g, 1개",0
U009,322,2,채소/과일,음료/유제품,육류/해산물/계란,양념/소스/조미료,장류,"순창궁 태양초 골드 고추장, 170g, 1개","순창궁 태양초 골드 고추장, 170g, 1개",0
U009,398,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"산딸기 냉동과 프리미엄형 [원산지:국산(경상북도 포항시 북구)], 1개, 250g","산딸기 냉동과 프리미엄형 [원산지:국산(경상북도 포항시 북구)], 1개, 250g",0
U009,219,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,빵/케이크/도너츠,"추억의 초코도나스, 60g, 8개","추억의 초코도나스, 60g, 8개",0
U009,630,4,채소/과일,음료/유제품,육류/해산물/계란,양념/소스/조미료,깨,"오뚜기 옛날 볶음 참깨, 100g, 1개","오뚜기 옛날 볶음 참깨, 100g, 1개",0
U009,257,4,채소/과일,음료/유제품,육류/해산물/계란,쌀/면/떡,면류,"디벨라 리카토니 파스타, 500g, 1개","디벨라 리카토니 파스타, 500g, 1개",0
U009,471,2,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"[농산물마루] 국내산 무 무우, 1박스, 1kg","[농산물마루] 국내산 무 무우, 1박스, 1kg",0
U009,548,2,채소/과일,음료/유제품,육류/해산물/계란,육류/해산물/계란,해산물,"비비고 순살 임연수 구이 (냉장), 60g, 1개","비비고 순살 임연수 구이 (냉장), 60g, 1개",0
U009,303,4,채소/과일,음료/유제품,육류/해산물/계란,양념/소스/조미료,식초/소금/설탕/향신료,"내츄럴스파이스 큐민 씨드, 45g, 1개","내츄럴스파이스 큐민 씨드, 45g, 1개",0
U009,131,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"반찬단지 깻잎무침, 120g, 1개","반찬단지 깻잎무침, 120g, 1개",0
U009,552,1,채소/과일,음료/유제품,육류/해산물/계란,육류/해산물/계란,해산물,"생선파는언니 순살농어 300 g, 1박스, 300g","생선파는언니 순살농어 300 g, 1박스, 300g",0
U009,416,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"베트남 냉동 두리안 Frozen durian sau rieng Ri6 Vietnam, 1개, 400g","베트남 냉동 두리안 Frozen durian sau rieng Ri6 Vietnam, 1개, 400g",0
U009,617,3,채소/과일,음료/유제품,육류/해산물/계란,쌀/면/떡,쌀류,"곡물을만나다 국산 현미, 1kg, 1개","곡물을만나다 국산 현미, 1kg, 1개",0
U009,692,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"더존건강 더조은 한끼곤약젤리 복숭아 10개입, 1.5kg, 1개","더존건강 더조은 한끼곤약젤리 복숭아 10개입, 1.5kg, 1개",0
U009,680,5,채소/과일,음료/유제품,육류/해산물/계란,음료/유제품,우유,"맛있는 우유 GT 소화가 잘 되는 배 안아픈 우유, 180ml, 1개","맛있는 우유 GT 소화가 잘 되는 배 안아픈 우유, 180ml, 1개",1
U009,264,5,채소/과일,음료/유제품,육류/해산물/계란,쌀/면/떡,즉석식품,"청정원 우리쌀 강황바몬드 카레 약간 매운맛, 100g, 1개","청정원 우리쌀 강황바몬드 카레 약간 매운맛, 100g, 1개",1
U009,473,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,근채류,"국내산 제철 총각무 알타리 무우 (알타리무 초롱무), 1개, 1단 (약 1.5kg)","국내산 제철 총각무 알타리 무우 (알타리무 초롱무), 1개, 1단 (약 1.5kg)",0
U009,261,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,통조림,"유동 자연산 골뱅이 통조림, 140g, 1개","유동 자연산 골뱅이 통조림, 140g, 1개",0
U009,483,5,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과채류,"국내산 비트, 1개","국내산 비트, 1개",0
U009,107,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"[입점특가] 100% 국산 전라도 배추 겉절이, 1kg, 1개","[입점특가] 100% 국산 전라도 배추 겉절이, 1kg, 1개",0
U009,111,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"종가 시원하고 맛있는 열무김치, 290g, 1개","종가 시원하고 맛있는 열무김치, 290g, 1개",1
U009,675,4,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"선인 에버휩 식물성 휘핑 크림 (냉동), 1.03kg, 1개","선인 에버휩 식물성 휘핑 크림 (냉동), 1.03kg, 1개",0
U009,155,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,기타가공식,"라세빌라나 블랙올리브, 370g, 1개","라세빌라나 블랙올리브, 370g, 1개",0
U009,114,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김치/젓갈,"곰곰 오이소박이, 500g, 1개","곰곰 오이소박이, 500g, 1개",0
U009,418,4,채소/과일,음료/유제품,육류/해산물/계란,채소/과일,과일,"피쉬앤 패션후르츠 1kg, 패션후르츠 1kg 1팩, 1개","피쉬앤 패션후르츠 1kg, 패션후르츠 1kg 1팩, 1개",0
U009,158,3,채소/과일,음료/유제품,육류/해산물/계란,가공/편의식/스낵,김,"이반장 재래도시락 광천김, 4g, 16개","이반장 재래도시락 광천김, 4g, 16개",1
U010,133,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,기타가공식,"천년의반찬 콩자반, 300g, 1개","천년의반찬 콩자반, 300g, 1개",0
U010,108,5,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,김치/젓갈,"한국농협김치 묵은지, 400g, 1개","한국농협김치 묵은지, 400g, 1개",1
U010,672,5,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,기타가공식,"앵커 버터 227g 뉴질랜드산 유크림 100% 냉동 무염, 1개","앵커 버터 227g 뉴질랜드산 유크림 100% 냉동 무염, 1개",0
U010,263,5,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,통조림,"바로먹는 간편 팥, 1개, 200g","바로먹는 간편 팥, 1개, 200g",0
U010,274,3,가공/편의식/스낵,양념/소스/조미료,,쌀/면/떡,가루류,"초야식품 담울 날콩가루 1kg, 1개","초야식품 담울 날콩가루 1kg, 1개",0
U010,73,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,시리얼/프로틴바,"프로틴방앗간 하루단백바 제트 초코케이크맛, 40g, 3개","프로틴방앗간 하루단백바 제트 초코케이크맛, 40g, 3개",0
U010,221,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,빵/케이크/도너츠,"[하눅] 오리지널 공갈빵 부모님 수제 건강 간식 베이커리, 30g, 1개","[하눅] 오리지널 공갈빵 부모님 수제 건강 간식 베이커리, 30g, 1개",0
U010,550,3,가공/편의식/스낵,양념/소스/조미료,,육류/해산물/계란,해산물,"[피쉬앤] 알가득 열빙어 100% 생선튀김 시사모 안주, 1개, 450g","[피쉬앤] 알가득 열빙어 100% 생선튀김 시사모 안주, 1개, 450g",1
U010,139,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,기타가공식,"무치고 국내산 시래기, 500g, 1개","무치고 국내산 시래기, 500g, 1개",0
U010,16,4,가공/편의식/스낵,양념/소스/조미료,,음료/유제품,우유,"믈레코비타 3.5% 멸균우유, 250ml, 12개","믈레코비타 3.5% 멸균우유, 250ml, 12개",1
U010,96,4,가공/편의식/스낵,양념/소스/조미료,,쌀/면/떡,면류,"오뚜기 스파게티, 600g, 1개","오뚜기 스파게티, 600g, 1개",0
U010,41,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,견과류/건과일/잼/꿀,"해피빌리지 유기농 건무화과, 1개, 50g","해피빌리지 유기농 건무화과, 1개, 50g",0
U010,71,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,시리얼/프로틴바,"동서 초코 그래놀라, 300g, 1개","동서 초코 그래놀라, 300g, 1개",0
U010,202,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,만두/떡볶이/순대,"미트타임 돼지내장 돼지허파 (400-600g), 400g, 1개","미트타임 돼지내장 돼지허파 (400-600g), 400g, 1개",0
U010,244,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,기타가공식,"배냇밀 배냇밀 중기 이유식, 1개, 100g, 혼합맛(소고기/애호박/버섯)","배냇밀 배냇밀 중기 이유식, 1개, 100g, 혼합맛(소고기/애호박/버섯)",0
U010,40,5,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,견과류/건과일/잼/꿀,"자연다움 건살구, 1개, 100g","자연다움 건살구, 1개, 100g",0
U010,165,4,가공/편의식/스낵,양념/소스/조미료,,육류/해산물/계란,소고기,"다맛나고 제주향기 흑돼지 양념 LA갈비, 700g, 1개","다맛나고 제주향기 흑돼지 양념 LA갈비, 700g, 1개",0
U010,110,5,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,김치/젓갈,"우리땅에놀던 전라도 알타리 김치, 450g, 1개","우리땅에놀던 전라도 알타리 김치, 450g, 1개",1
U010,612,3,가공/편의식/스낵,양념/소스/조미료,,육류/해산물/계란,해산물,"가격이 싼 건해삼 2마리 마리당 1000원대 요리용 별도판매 큰건해삼 한국 즉석조리가능 반건조해삼 한국건해삼가루 선택가능, 2개, 싼건해삼","가격이 싼 건해삼 2마리 마리당 1000원대 요리용 별도판매 큰건해삼 한국 즉석조리가능 반건조해삼 한국건해삼가루 선택가능, 2개, 싼건해삼",0
U010,562,5,가공/편의식/스낵,양념/소스/조미료,,육류/해산물/계란,해산물,"해파리 120g 500g 탈염 냉채 무침 즉석 손질 밀키트 이용, 탈염 120g, 1개","해파리 120g 500g 탈염 냉채 무침 즉석 손질 밀키트 이용, 탈염 120g, 1개",0
U010,206,4,가공/편의식/스낵,양념/소스/조미료,,가공/편의식/스낵,만두/떡볶이/순대,"신세계푸드 호텔컬렉션 호만두 짬뽕왕교자 (냉동), 210g, 1개","신세계푸드 호텔컬렉션 호만두 짬뽕왕교자 (냉동), 210g, 1개",0
U010,325,3,가공/편의식/스낵,양념/소스/조미료,,양념/소스/조미료,장류,"순창궁 재래식 된장, 170g, 1개","순창궁 재래식 된장, 170g, 1개",0
